"age_group","symptom date","cases","deaths","confirmed_case_hospitalization","cases_cum","death_cum","moving_avg_cases","moving_avg_deaths"
"60-69 years","2021-03-05","85","6","12","87986","3299","100.142857142857","10"
"60-69 years","2021-03-06","73","10","25","88059","3309","97.4285714285714","9.71428571428571"
"60-69 years","2021-03-07","66","9","17","88125","3318","95.4285714285714","9.71428571428571"
"60-69 years","2021-03-08","104","3","20","88229","3321","91.8571428571428","8.42857142857143"
"60-69 years","2021-03-09","112","10","12","88341","3331","92.5714285714285","8.28571428571428"
"60-69 years","2021-03-10","105","7","13","88446","3338","92","7.57142857142857"
"60-69 years","2021-03-11","104","9","21","88550","3347","92.7142857142857","7.71428571428571"
"60-69 years","2021-03-12","87","4","18","88637","3351","93","7.42857142857143"
"60-69 years","2021-03-13","68","4","16","88705","3355","92.2857142857143","6.57142857142857"
"60-69 years","2021-03-14","46","8","18","88751","3363","89.4285714285714","6.42857142857143"
"60-69 years","2021-03-15","108","7","22","88859","3370","90","7"
"60-69 years","2021-03-16","83","2","14","88942","3372","85.8571428571428","5.85714285714285"
"60-69 years","2021-03-17","95","5","16","89037","3377","84.4285714285714","5.57142857142857"
"60-69 years","2021-03-18","69","5","25","89106","3382","79.4285714285714","5"
"60-69 years","2021-03-19","80","7","14","89186","3389","78.4285714285714","5.42857142857142"
"60-69 years","2021-03-20","53","7","10","89239","3396","76.2857142857143","5.85714285714285"
"60-69 years","2021-03-21","60","5","17","89299","3401","78.2857142857143","5.42857142857142"
"60-69 years","2021-03-22","92","1","26","89391","3402","76","4.57142857142857"
"60-69 years","2021-03-23","88","2","14","89479","3404","76.7142857142857","4.57142857142857"
"60-69 years","2021-03-24","73","4","15","89552","3408","73.5714285714285","4.42857142857142"
"60-69 years","2021-03-25","82","2","22","89634","3410","75.4285714285714","4"
"60-69 years","2021-03-26","78","2","19","89712","3412","75.1428571428571","3.28571428571428"
"60-69 years","2021-03-27","72","5","14","89784","3417","77.8571428571428","3"
"60-69 years","2021-03-28","47","3","13","89831","3420","76","2.71428571428571"
"60-69 years","2021-03-29","87","8","22","89918","3428","75.2857142857143","3.71428571428571"
"60-69 years","2021-03-30","66","5","17","89984","3433","72.1428571428571","4.14285714285714"
"60-69 years","2021-03-31","74","5","10","90058","3438","72.2857142857143","4.28571428571428"
"60-69 years","2021-04-01","90","4","16","90148","3442","73.4285714285714","4.57142857142857"
"60-69 years","2021-04-02","54","7","11","90202","3449","70","5.28571428571428"
"60-69 years","2021-04-03","49","4","9","90251","3453","66.7142857142857","5.14285714285714"
"60-69 years","2021-04-04","45","5","7","90296","3458","66.4285714285714","5.42857142857142"
"60-69 years","2021-04-05","87","2","25","90383","3460","66.4285714285714","4.57142857142857"
"60-69 years","2021-04-06","88","2","22","90471","3462","69.5714285714285","4.14285714285714"
"60-69 years","2021-04-07","81","10","24","90552","3472","70.5714285714285","4.85714285714285"
"60-69 years","2021-04-08","67","2","15","90619","3474","67.2857142857143","4.57142857142857"
"60-69 years","2021-04-09","65","6","19","90684","3480","68.8571428571428","4.42857142857142"
"60-69 years","2021-04-10","75","9","13","90759","3489","72.5714285714285","5.14285714285714"
"60-69 years","2021-04-11","59","3","8","90818","3492","74.5714285714285","4.85714285714285"
"60-69 years","2021-04-12","92","5","26","90910","3497","75.2857142857143","5.28571428571428"
"60-69 years","2021-04-13","92","0","14","91002","3497","75.8571428571428","5"
"60-69 years","2021-04-14","88","4","21","91090","3501","76.8571428571428","4.14285714285714"
"60-69 years","2021-04-15","72","5","12","91162","3506","77.5714285714285","4.57142857142857"
"60-69 years","2021-04-16","90","4","24","91252","3510","81.1428571428571","4.28571428571428"
"60-69 years","2021-04-17","55","4","12","91307","3514","78.2857142857143","3.57142857142857"
"60-69 years","2021-04-18","56","4","17","91363","3518","77.8571428571428","3.71428571428571"
"60-69 years","2021-04-19","98","5","20","91461","3523","78.7142857142857","3.71428571428571"
"60-69 years","2021-04-20","67","2","14","91528","3525","75.1428571428571","4"
"60-69 years","2021-04-21","75","5","16","91603","3530","73.2857142857143","4.14285714285714"
"60-69 years","2021-04-22","65","5","15","91668","3535","72.2857142857143","4.14285714285714"
"60-69 years","2021-04-23","70","2","18","91738","3537","69.4285714285714","3.85714285714285"
"60-69 years","2021-04-24","44","5","10","91782","3542","67.8571428571428","4"
"60-69 years","2021-04-25","40","3","17","91822","3545","65.5714285714285","3.85714285714285"
"60-69 years","2021-04-26","81","5","25","91903","3550","63.1428571428571","3.85714285714285"
"60-69 years","2021-04-27","70","4","16","91973","3554","63.5714285714285","4.14285714285714"
"60-69 years","2021-04-28","56","3","21","92029","3557","60.8571428571428","3.85714285714285"
"60-69 years","2021-04-29","60","1","17","92089","3558","60.1428571428571","3.28571428571428"
"60-69 years","2021-04-30","69","3","16","92158","3561","60","3.42857142857142"
"60-69 years","2021-05-01","49","5","16","92207","3566","60.7142857142857","3.42857142857142"
"60-69 years","2021-05-02","36","5","11","92243","3571","60.1428571428571","3.71428571428571"
"60-69 years","2021-05-03","68","8","12","92311","3579","58.2857142857142","4.14285714285714"
"60-69 years","2021-05-04","65","4","21","92376","3583","57.5714285714285","4.14285714285714"
"60-69 years","2021-05-05","62","7","16","92438","3590","58.4285714285714","4.71428571428571"
"60-69 years","2021-05-06","52","0","12","92490","3590","57.2857142857142","4.57142857142857"
"60-69 years","2021-05-07","35","1","10","92525","3591","52.4285714285714","4.28571428571428"
"60-69 years","2021-05-08","50","8","13","92575","3599","52.5714285714285","4.71428571428571"
"60-69 years","2021-05-09","32","3","15","92607","3602","52","4.42857142857142"
"60-69 years","2021-05-10","63","4","10","92670","3606","51.2857142857142","3.85714285714285"
"60-69 years","2021-05-11","66","3","17","92736","3609","51.4285714285714","3.71428571428571"
"60-69 years","2021-05-12","43","1","12","92779","3610","48.7142857142857","2.85714285714285"
"60-69 years","2021-05-13","46","4","15","92825","3614","47.8571428571428","3.42857142857142"
"60-69 years","2021-05-14","39","5","10","92864","3619","48.4285714285714","4"
"60-69 years","2021-05-15","23","1","9","92887","3620","44.5714285714285","3"
"60-69 years","2021-05-16","17","2","5","92904","3622","42.4285714285714","2.85714285714285"
"60-69 years","2021-05-17","55","2","10","92959","3624","41.2857142857142","2.57142857142857"
"60-69 years","2021-05-18","36","2","12","92995","3626","37","2.42857142857142"
"60-69 years","2021-05-19","36","3","11","93031","3629","36","2.71428571428571"
"60-69 years","2021-05-20","47","5","6","93078","3634","36.1428571428571","2.85714285714285"
"60-69 years","2021-05-21","29","2","9","93107","3636","34.7142857142857","2.42857142857142"
"60-69 years","2021-05-22","25","5","7","93132","3641","35","3"
"60-69 years","2021-05-23","26","2","8","93158","3643","36.2857142857142","3"
"60-69 years","2021-05-24","35","1","10","93193","3644","33.4285714285714","2.85714285714285"
"60-69 years","2021-05-25","33","4","4","93226","3648","33","3.14285714285714"
"60-69 years","2021-05-26","28","4","10","93254","3652","31.8571428571428","3.28571428571428"
"60-69 years","2021-05-27","28","6","8","93282","3658","29.1428571428571","3.42857142857142"
"60-69 years","2021-05-28","27","5","9","93309","3663","28.8571428571428","3.85714285714285"
"60-69 years","2021-05-29","18","2","2","93327","3665","27.8571428571428","3.42857142857142"
"60-69 years","2021-05-30","7","2","2","93334","3667","25.1428571428571","3.42857142857142"
"60-69 years","2021-05-31","13","4","8","93347","3671","22","3.85714285714285"
"60-69 years","2021-06-01","42","10","7","93389","3681","23.2857142857142","4.71428571428571"
"60-69 years","2021-06-02","17","1","9","93406","3682","21.7142857142857","4.28571428571428"
"60-69 years","2021-06-03","31","1","5","93437","3683","22.1428571428571","3.57142857142857"
"60-69 years","2021-06-04","24","3","0","93461","3686","21.7142857142857","3.28571428571428"
"60-69 years","2021-06-05","15","4","3","93476","3690","21.2857142857142","3.57142857142857"
"60-69 years","2021-06-06","12","2","7","93488","3692","22","3.57142857142857"
"60-69 years","2021-06-07","21","2","7","93509","3694","23.1428571428571","3.28571428571428"
"60-69 years","2021-06-08","24","5","9","93533","3699","20.5714285714285","2.57142857142857"
"60-69 years","2021-06-09","36","2","6","93569","3701","23.2857142857142","2.71428571428571"
"60-69 years","2021-06-10","27","3","11","93596","3704","22.7142857142857","3"
"60-69 years","2021-06-11","19","0","6","93615","3704","22","2.57142857142857"
"60-69 years","2021-06-12","9","0","3","93624","3704","21.1428571428571","2"
"60-69 years","2021-06-13","11","0","3","93635","3704","21","1.71428571428571"
"60-69 years","2021-06-14","19","1","6","93654","3705","20.7142857142857","1.57142857142857"
"60-69 years","2021-06-15","20","0","7","93674","3705","20.1428571428571","0.85714285714285"
"60-69 years","2021-06-16","28","1","8","93702","3706","19","0.71428571428571"
"60-69 years","2021-06-17","25","3","4","93727","3709","18.7142857142857","0.71428571428571"
"60-69 years","2021-06-18","12","0","4","93739","3709","17.7142857142857","0.71428571428571"
"60-69 years","2021-06-19","8","1","4","93747","3710","17.5714285714285","0.85714285714285"
"60-69 years","2021-06-20","13","2","4","93760","3712","17.8571428571428","1.14285714285714"
"60-69 years","2021-06-21","17","3","6","93777","3715","17.5714285714285","1.42857142857142"
"60-69 years","2021-06-22","26","1","2","93803","3716","18.4285714285714","1.57142857142857"
"60-69 years","2021-06-23","26","1","2","93829","3717","18.1428571428571","1.57142857142857"
"60-69 years","2021-06-24","21","1","7","93850","3718","17.5714285714285","1.28571428571428"
"60-69 years","2021-06-25","25","3","7","93875","3721","19.4285714285714","1.71428571428571"
"60-69 years","2021-06-26","14","1","2","93889","3722","20.2857142857142","1.71428571428571"
"60-69 years","2021-06-27","9","0","3","93898","3722","19.7142857142857","1.42857142857142"
"60-69 years","2021-06-28","32","1","4","93930","3723","21.8571428571428","1.14285714285714"
"60-69 years","2021-06-29","35","3","10","93965","3726","23.1428571428571","1.42857142857142"
"60-69 years","2021-06-30","33","0","6","93998","3726","24.1428571428571","1.28571428571428"
"60-69 years","2021-07-01","25","1","4","94023","3727","24.7142857142857","1.28571428571428"
"60-69 years","2021-07-02","21","2","7","94044","3729","24.1428571428571","1.14285714285714"
"60-69 years","2021-07-03","27","0","3","94071","3729","26","1"
"60-69 years","2021-07-04","23","1","5","94094","3730","28","1.14285714285714"
"60-69 years","2021-07-05","52","1","5","94146","3731","30.8571428571428","1.14285714285714"
"60-69 years","2021-07-06","55","0","16","94201","3731","33.7142857142857","0.71428571428571"
"60-69 years","2021-07-07","39","1","10","94240","3732","34.5714285714285","0.85714285714285"
"60-69 years","2021-07-08","68","1","13","94308","3733","40.7142857142857","0.85714285714285"
"60-69 years","2021-07-09","39","1","12","94347","3734","43.2857142857142","0.71428571428571"
"60-69 years","2021-07-10","26","3","6","94373","3737","43.1428571428571","1.14285714285714"
"60-69 years","2021-07-11","41","1","12","94414","3738","45.7142857142857","1.14285714285714"
"60-69 years","2021-07-12","62","1","9","94476","3739","47.1428571428571","1.14285714285714"
"60-69 years","2021-07-13","77","1","13","94553","3740","50.2857142857142","1.28571428571428"
"60-69 years","2021-07-14","64","2","7","94617","3742","53.8571428571428","1.42857142857142"
"60-69 years","2021-07-15","79","2","15","94696","3744","55.4285714285714","1.57142857142857"
"60-69 years","2021-07-16","85","3","13","94781","3747","62","1.85714285714285"
"60-69 years","2021-07-17","71","1","16","94852","3748","68.4285714285714","1.57142857142857"
"60-69 years","2021-07-18","76","3","18","94928","3751","73.4285714285714","1.85714285714285"
"60-69 years","2021-07-19","113","4","20","95041","3755","80.7142857142857","2.28571428571428"
"60-69 years","2021-07-20","121","2","24","95162","3757","87","2.42857142857142"
"60-69 years","2021-07-21","136","3","25","95298","3760","97.2857142857143","2.57142857142857"
"60-69 years","2021-07-22","144","3","24","95442","3763","106.571428571428","2.71428571428571"
"60-69 years","2021-07-23","161","2","17","95603","3765","117.428571428571","2.57142857142857"
"60-69 years","2021-07-24","116","4","28","95719","3769","123.857142857142","3"
"60-69 years","2021-07-25","123","3","23","95842","3772","130.571428571428","3"
"60-69 years","2021-07-26","250","6","36","96092","3778","150.142857142857","3.28571428571428"
"60-69 years","2021-07-27","204","0","23","96296","3778","162","3"
"60-69 years","2021-07-28","201","5","25","96497","3783","171.285714285714","3.28571428571428"
"60-69 years","2021-07-29","214","2","37","96711","3785","181.285714285714","3.14285714285714"
"60-69 years","2021-07-30","223","6","53","96934","3791","190.142857142857","3.71428571428571"
"60-69 years","2021-07-31","188","7","33","97122","3798","200.428571428571","4.14285714285714"
"60-69 years","2021-08-01","222","7","41","97344","3805","214.571428571428","4.71428571428571"
"60-69 years","2021-08-02","339","5","61","97683","3810","227.285714285714","4.57142857142857"
"60-69 years","2021-08-03","338","7","56","98021","3817","246.428571428571","5.57142857142857"
"60-69 years","2021-08-04","324","8","71","98345","3825","264","6"
"60-69 years","2021-08-05","372","5","66","98717","3830","286.571428571428","6.42857142857143"
"60-69 years","2021-08-06","348","6","63","99065","3836","304.428571428571","6.42857142857143"
"60-69 years","2021-08-07","246","8","51","99311","3844","312.714285714285","6.57142857142857"
"60-69 years","2021-08-08","255","12","54","99566","3856","317.428571428571","7.28571428571428"
"60-69 years","2021-08-09","445","6","64","100011","3862","332.571428571428","7.42857142857143"
"60-69 years","2021-08-10","423","7","54","100434","3869","344.714285714285","7.42857142857143"
"60-69 years","2021-08-11","380","13","48","100814","3882","352.714285714285","8.14285714285714"
"60-69 years","2021-08-12","466","16","68","101280","3898","366.142857142857","9.71428571428571"
"60-69 years","2021-08-13","406","26","55","101686","3924","374.428571428571","12.5714285714285"
"60-69 years","2021-08-14","277","14","71","101963","3938","378.857142857142","13.4285714285714"
"60-69 years","2021-08-15","222","19","49","102185","3957","374.142857142857","14.4285714285714"
"60-69 years","2021-08-16","537","26","53","102722","3983","387.285714285714","17.2857142857142"
"60-69 years","2021-08-17","474","21","79","103196","4004","394.571428571428","19.2857142857142"
"60-69 years","2021-08-18","474","14","71","103670","4018","408","19.4285714285714"
"60-69 years","2021-08-19","475","22","76","104145","4040","409.285714285714","20.2857142857142"
"60-69 years","2021-08-20","475","22","57","104620","4062","419.142857142857","19.7142857142857"
"60-69 years","2021-08-21","302","28","54","104922","4090","422.714285714285","21.7142857142857"
"60-69 years","2021-08-22","320","21","81","105242","4111","436.714285714285","22"
"60-69 years","2021-08-23","587","28","85","105829","4139","443.857142857142","22.2857142857142"
"60-69 years","2021-08-24","563","30","67","106392","4169","456.571428571428","23.5714285714285"
"60-69 years","2021-08-25","523","26","69","106915","4195","463.571428571428","25.2857142857142"
"60-69 years","2021-08-26","568","22","93","107483","4217","476.857142857142","25.2857142857142"
"60-69 years","2021-08-27","495","23","76","107978","4240","479.714285714285","25.4285714285714"
"60-69 years","2021-08-28","353","27","67","108331","4267","487","25.2857142857142"
"60-69 years","2021-08-29","257","16","69","108588","4283","478","24.5714285714285"
"60-69 years","2021-08-30","606","33","79","109194","4316","480.714285714285","25.2857142857142"
"60-69 years","2021-08-31","501","34","69","109695","4350","471.857142857142","25.8571428571428"
"60-69 years","2021-09-01","563","39","66","110258","4389","477.571428571428","27.7142857142857"
"60-69 years","2021-09-02","479","31","64","110737","4420","464.857142857142","29"
"60-69 years","2021-09-03","402","22","63","111139","4442","451.571428571428","28.8571428571428"
"60-69 years","2021-09-04","310","22","41","111449","4464","445.428571428571","28.1428571428571"
"60-69 years","2021-09-05","283","23","57","111732","4487","449.142857142857","29.1428571428571"
"60-69 years","2021-09-06","274","24","76","112006","4511","401.714285714285","27.8571428571428"
"60-69 years","2021-09-07","555","17","70","112561","4528","409.428571428571","25.4285714285714"
"60-69 years","2021-09-08","451","34","53","113012","4562","393.428571428571","24.7142857142857"
"60-69 years","2021-09-09","415","28","59","113427","4590","384.285714285714","24.2857142857142"
"60-69 years","2021-09-10","418","27","64","113845","4617","386.571428571428","25"
"60-69 years","2021-09-11","262","32","48","114107","4649","379.714285714285","26.4285714285714"
"60-69 years","2021-09-12","228","23","54","114335","4672","371.857142857142","26.4285714285714"
"60-69 years","2021-09-13","392","28","44","114727","4700","388.714285714285","27"
"60-69 years","2021-09-14","375","29","40","115102","4729","363","28.7142857142857"
"60-69 years","2021-09-15","272","27","38","115374","4756","337.428571428571","27.7142857142857"
"60-69 years","2021-09-16","293","32","36","115667","4788","320","28.2857142857142"
"60-69 years","2021-09-17","261","21","40","115928","4809","297.571428571428","27.4285714285714"
"60-69 years","2021-09-18","194","24","36","116122","4833","287.857142857142","26.2857142857142"
"60-69 years","2021-09-19","165","24","18","116287","4857","278.857142857142","26.4285714285714"
"60-69 years","2021-09-20","295","34","40","116582","4891","265","27.2857142857142"
"60-69 years","2021-09-21","265","24","42","116847","4915","249.285714285714","26.5714285714285"
"60-69 years","2021-09-22","258","25","46","117105","4940","247.285714285714","26.2857142857142"
"60-69 years","2021-09-23","200","26","30","117305","4966","234","25.4285714285714"
"60-69 years","2021-09-24","192","24","27","117497","4990","224.142857142857","25.8571428571428"
"60-69 years","2021-09-25","138","22","23","117635","5012","216.142857142857","25.5714285714285"
"60-69 years","2021-09-26","116","16","36","117751","5028","209.142857142857","24.4285714285714"
"60-69 years","2021-09-27","240","17","31","117991","5045","201.285714285714","22"
"60-69 years","2021-09-28","187","24","31","118178","5069","190.142857142857","22"
"60-69 years","2021-09-29","199","23","29","118377","5092","181.714285714285","21.7142857142857"
"60-69 years","2021-09-30","165","22","33","118542","5114","176.714285714285","21.1428571428571"
"60-69 years","2021-10-01","168","18","19","118710","5132","173.285714285714","20.2857142857142"
"60-69 years","2021-10-02","114","19","20","118824","5151","169.857142857142","19.8571428571428"
"60-69 years","2021-10-03","109","10","23","118933","5161","168.857142857142","19"
"60-69 years","2021-10-04","178","21","25","119111","5182","160","19.5714285714285"
"60-69 years","2021-10-05","143","13","20","119254","5195","153.714285714285","18"
"60-69 years","2021-10-06","152","17","21","119406","5212","147","17.1428571428571"
"60-69 years","2021-10-07","120","9","19","119526","5221","140.571428571428","15.2857142857142"
"60-69 years","2021-10-08","111","19","23","119637","5240","132.428571428571","15.4285714285714"
"60-69 years","2021-10-09","79","13","20","119716","5253","127.428571428571","14.5714285714285"
"60-69 years","2021-10-10","96","7","16","119812","5260","125.571428571428","14.1428571428571"
"60-69 years","2021-10-11","141","11","25","119953","5271","120.285714285714","12.7142857142857"
"60-69 years","2021-10-12","113","12","24","120066","5283","116","12.5714285714285"
"60-69 years","2021-10-13","124","20","13","120190","5303","112","13"
"60-69 years","2021-10-14","106","6","15","120296","5309","110","12.5714285714285"
"60-69 years","2021-10-15","98","14","11","120394","5323","108.142857142857","11.8571428571428"
"60-69 years","2021-10-16","79","9","13","120473","5332","108.142857142857","11.2857142857142"
"60-69 years","2021-10-17","75","8","11","120548","5340","105.142857142857","11.4285714285714"
"60-69 years","2021-10-18","84","12","15","120632","5352","97","11.5714285714285"
"60-69 years","2021-10-19","88","17","19","120720","5369","93.4285714285714","12.2857142857142"
"60-69 years","2021-10-20","94","9","15","120814","5378","89.1428571428571","10.7142857142857"
"60-69 years","2021-10-21","76","9","10","120890","5387","84.8571428571428","11.1428571428571"
"60-69 years","2021-10-22","60","8","13","120950","5395","79.4285714285714","10.2857142857142"
"60-69 years","2021-10-23","62","5","13","121012","5400","77","9.71428571428571"
"60-69 years","2021-10-24","53","5","8","121065","5405","73.8571428571428","9.28571428571428"
"60-69 years","2021-10-25","90","10","8","121155","5415","74.7142857142857","9"
"60-69 years","2021-10-26","74","11","14","121229","5426","72.7142857142857","8.14285714285714"
"60-69 years","2021-10-27","71","4","7","121300","5430","69.4285714285714","7.42857142857143"
"60-69 years","2021-10-28","75","4","11","121375","5434","69.2857142857143","6.71428571428571"
"60-69 years","2021-10-29","78","6","9","121453","5440","71.8571428571428","6.42857142857143"
"60-69 years","2021-10-30","41","11","10","121494","5451","68.8571428571428","7.28571428571428"
"60-69 years","2021-10-31","38","6","6","121532","5457","66.7142857142857","7.42857142857143"
"60-69 years","2021-11-01","69","9","6","121601","5466","63.7142857142857","7.28571428571428"
"60-69 years","2021-11-02","55","10","6","121656","5476","61","7.14285714285714"
"60-69 years","2021-11-03","58","7","8","121714","5483","59.1428571428571","7.57142857142857"
"60-69 years","2021-11-04","58","3","6","121772","5486","56.7142857142857","7.42857142857143"
"60-69 years","2021-11-05","64","3","6","121836","5489","54.7142857142857","7"
"60-69 years","2021-11-06","51","4","8","121887","5493","56.1428571428571","6"
"60-69 years","2021-11-07","53","6","6","121940","5499","58.2857142857142","6"
"60-69 years","2021-11-08","75","6","8","122015","5505","59.1428571428571","5.57142857142857"
"60-69 years","2021-11-09","72","3","13","122087","5508","61.5714285714285","4.57142857142857"
"60-69 years","2021-11-10","69","4","8","122156","5512","63.1428571428571","4.14285714285714"
"60-69 years","2021-11-11","65","6","10","122221","5518","64.1428571428571","4.57142857142857"
"60-69 years","2021-11-12","72","4","6","122293","5522","65.2857142857143","4.71428571428571"
"60-69 years","2021-11-13","62","5","11","122355","5527","66.8571428571428","4.85714285714285"
"60-69 years","2021-11-14","50","7","10","122405","5534","66.4285714285714","5"
"60-69 years","2021-11-15","73","5","13","122478","5539","66.1428571428571","4.85714285714285"
"60-69 years","2021-11-16","66","5","9","122544","5544","65.2857142857143","5.14285714285714"
"60-69 years","2021-11-17","66","4","7","122610","5548","64.8571428571428","5.14285714285714"
"60-69 years","2021-11-18","80","1","12","122690","5549","67","4.42857142857142"
"60-69 years","2021-11-19","80","5","8","122770","5554","68.1428571428571","4.57142857142857"
"60-69 years","2021-11-20","62","3","6","122832","5557","68.1428571428571","4.28571428571428"
"60-69 years","2021-11-21","54","3","6","122886","5560","68.7142857142857","3.71428571428571"
"60-69 years","2021-11-22","93","2","16","122979","5562","71.5714285714285","3.28571428571428"
"60-69 years","2021-11-23","72","2","10","123051","5564","72.4285714285714","2.85714285714285"
"60-69 years","2021-11-24","65","6","8","123116","5570","72.2857142857143","3.14285714285714"
"60-69 years","2021-11-25","42","4","11","123158","5574","66.8571428571428","3.57142857142857"
"60-69 years","2021-11-26","80","2","13","123238","5576","66.8571428571428","3.14285714285714"
"60-69 years","2021-11-27","79","5","8","123317","5581","69.2857142857143","3.42857142857142"
"60-69 years","2021-11-28","65","3","5","123382","5584","70.8571428571428","3.42857142857142"
"60-69 years","2021-11-29","113","2","14","123495","5586","73.7142857142857","3.42857142857142"
"60-69 years","2021-11-30","90","0","6","123585","5586","76.2857142857143","3.14285714285714"
"60-69 years","2021-12-01","119","2","11","123704","5588","84","2.57142857142857"
"60-69 years","2021-12-02","93","4","19","123797","5592","91.2857142857143","2.57142857142857"
"60-69 years","2021-12-03","100","4","9","123897","5596","94.1428571428571","2.85714285714285"
"60-69 years","2021-12-04","91","2","20","123988","5598","95.8571428571428","2.42857142857142"
"60-69 years","2021-12-05","85","3","12","124073","5601","98.7142857142857","2.42857142857142"
"60-69 years","2021-12-06","122","2","12","124195","5603","100","2.42857142857142"
"60-69 years","2021-12-07","120","2","13","124315","5605","104.285714285714","2.71428571428571"
"60-69 years","2021-12-08","97","1","13","124412","5606","101.142857142857","2.57142857142857"
"60-69 years","2021-12-09","83","1","17","124495","5607","99.7142857142857","2.14285714285714"
"60-69 years","2021-12-10","99","2","24","124594","5609","99.5714285714285","1.85714285714285"
"60-69 years","2021-12-11","85","3","17","124679","5612","98.7142857142857","2"
"60-69 years","2021-12-12","77","2","9","124756","5614","97.5714285714285","1.85714285714285"
"60-69 years","2021-12-13","115","7","13","124871","5621","96.5714285714285","2.57142857142857"
"60-69 years","2021-12-14","126","4","12","124997","5625","97.4285714285714","2.85714285714285"
"60-69 years","2021-12-15","153","4","12","125150","5629","105.428571428571","3.28571428571428"
"60-69 years","2021-12-16","182","5","14","125332","5634","119.571428571428","3.85714285714285"
"60-69 years","2021-12-17","226","6","13","125558","5640","137.714285714285","4.42857142857142"
"60-69 years","2021-12-18","184","3","13","125742","5643","151.857142857142","4.42857142857142"
"60-69 years","2021-12-19","226","2","15","125968","5645","173.142857142857","4.42857142857142"
"60-69 years","2021-12-20","444","5","21","126412","5650","220.142857142857","4.14285714285714"
"60-69 years","2021-12-21","555","8","27","126967","5658","281.428571428571","4.71428571428571"
"60-69 years","2021-12-22","659","6","28","127626","5664","353.714285714285","5"
"60-69 years","2021-12-23","730","5","27","128356","5669","432","5"
"60-69 years","2021-12-24","409","7","18","128765","5676","458.142857142857","5.14285714285714"
"60-69 years","2021-12-25","272","5","43","129037","5681","470.714285714285","5.42857142857142"
"60-69 years","2021-12-26","716","6","55","129753","5687","540.714285714285","6"
"60-69 years","2021-12-27","1586","8","56","131339","5695","703.857142857143","6.42857142857143"
"60-69 years","2021-12-28","1812","3","50","133151","5698","883.428571428571","5.71428571428571"
"60-69 years","2021-12-29","1720","4","57","134871","5702","1035","5.42857142857142"
"60-69 years","2021-12-30","1764","6","55","136635","5708","1182.71428571428","5.57142857142857"
"60-69 years","2021-12-31","1312","8","56","137947","5716","1311.71428571428","5.71428571428571"
"60-69 years","2022-01-01","539","13","49","138486","5729","1349.85714285714","6.85714285714285"
"60-69 years","2022-01-02","941","5","53","139427","5734","1382","6.71428571428571"
"60-69 years","2022-01-03","2120","7","60","141547","5741","1458.28571428571","6.57142857142857"
"60-69 years","2022-01-04","2059","7","56","143606","5748","1493.57142857142","7.14285714285714"
"60-69 years","2022-01-05","1834","9","69","145440","5757","1509.85714285714","7.85714285714285"
"60-69 years","2022-01-06","1633","8","81","147073","5765","1491.14285714285","8.14285714285714"
"60-69 years","2022-01-07","1521","9","59","148594","5774","1521","8.28571428571428"
"60-69 years","2022-01-08","835","12","60","149429","5786","1563.28571428571","8.14285714285714"
"60-69 years","2022-01-09","612","10","56","150041","5796","1516.28571428571","8.85714285714285"
"60-69 years","2022-01-10","1775","15","71","151816","5811","1467","10"
"60-69 years","2022-01-11","1465","12","68","153281","5823","1382.14285714285","10.7142857142857"
"60-69 years","2022-01-12","1329","12","65","154610","5835","1310","11.1428571428571"
"60-69 years","2022-01-13","1239","15","70","155849","5850","1253.71428571428","12.1428571428571"
"60-69 years","2022-01-14","1218","16","71","157067","5866","1210.42857142857","13.1428571428571"
"60-69 years","2022-01-15","660","19","64","157727","5885","1185.42857142857","14.1428571428571"
"60-69 years","2022-01-16","363","15","45","158090","5900","1149.85714285714","14.8571428571428"
"60-69 years","2022-01-17","922","22","50","159012","5922","1028","15.8571428571428"
"60-69 years","2022-01-18","1332","14","54","160344","5936","1009","16.1428571428571"
"60-69 years","2022-01-19","1107","19","54","161451","5955","977.285714285714","17.1428571428571"
"60-69 years","2022-01-20","1136","20","53","162587","5975","962.571428571428","17.8571428571428"
"60-69 years","2022-01-21","921","26","39","163508","6001","920.142857142857","19.2857142857142"
"60-69 years","2022-01-22","506","23","46","164014","6024","898.142857142857","19.8571428571428"
"60-69 years","2022-01-23","422","18","56","164436","6042","906.571428571428","20.2857142857142"
"60-69 years","2022-01-24","1045","16","67","165481","6058","924.142857142857","19.4285714285714"
"60-69 years","2022-01-25","889","21","72","166370","6079","860.857142857143","20.4285714285714"
"60-69 years","2022-01-26","823","17","57","167193","6096","820.285714285714","20.1428571428571"
"60-69 years","2022-01-27","669","27","50","167862","6123","753.571428571428","21.1428571428571"
"60-69 years","2022-01-28","564","22","46","168426","6145","702.571428571428","20.5714285714285"
"60-69 years","2022-01-29","324","21","54","168750","6166","676.571428571428","20.2857142857142"
"60-69 years","2022-01-30","283","28","36","169033","6194","656.714285714285","21.7142857142857"
"60-69 years","2022-01-31","575","26","62","169608","6220","589.571428571428","23.1428571428571"
"60-69 years","2022-02-01","494","19","56","170102","6239","533.142857142857","22.8571428571428"
"60-69 years","2022-02-02","470","22","34","170572","6261","482.714285714285","23.5714285714285"
"60-69 years","2022-02-03","362","18","26","170934","6279","438.857142857142","22.2857142857142"
"60-69 years","2022-02-04","315","13","31","171249","6292","403.285714285714","21"
"60-69 years","2022-02-05","210","14","33","171459","6306","387","20"
